"TimeString";"Temp_hum_estatico";"Temp_sec_estatico"
"2021-04-21 22:51:22";26,45399;49,35981
"2021-04-21 22:52:22";26,32378;48,73047
"2021-04-21 22:53:22";26,09592;48,28559
"2021-04-21 22:54:22";26,16102;49,07227
"2021-04-21 22:55:22";26,18815;50,43403
"2021-04-21 22:56:22";26,1556;48,95291
"2021-04-21 22:57:22";26,2207;48,57314
"2021-04-21 22:58:22";26,1773;48,20421
"2021-04-21 22:59:22";26,04709;47,9872
"2021-04-21 23:00:21";25,97656;47,55317
"2021-04-21 23:01:21";25,7053;47,31988
"2021-04-21 23:02:21";25,74327;47,08116
"2021-04-21 23:03:21";25,61306;46,67426
"2021-04-21 23:04:21";25,55881;46,30534
"2021-04-21 23:05:21";25,30924;45,92556
"2021-04-21 23:06:21";25,4286;45,94184
"2021-04-21 23:07:21";25,26584;45,80621
"2021-04-21 23:08:21";25,3418;45,60547
"2021-04-21 23:09:21";25,29839;45,62717
"2021-04-21 23:10:21";25,23329;45,55122
"2021-04-21 23:11:21";25,29839;45,60547
"2021-04-21 23:12:21";25,35265;45,74653
"2021-04-21 23:13:21";25,39605;45,90929
"2021-04-21 23:14:21";25,23872;45,71397
"2021-04-21 23:15:21";25,30924;45,82248
"2021-04-21 23:16:21";25,3418;45,6543
"2021-04-21 23:17:21";25,36892;45,83333
"2021-04-21 23:18:21";25,32552;45,84418
"2021-04-21 23:19:22";25,17904;45,39931
"2021-04-21 23:20:22";25,27127;45,46441
"2021-04-21 23:21:22";25,3418;45,62717
"2021-04-21 23:22:21";25,66189;47,14627
"2021-04-21 23:23:21";26,27496;49,35439
"2021-04-21 23:24:21";27,30035;52,60959
"2021-04-21 23:25:21";28,30404;56,23915
"2021-04-21 23:26:21";29,20464;59,46181
"2021-04-21 23:27:21";30,04015;62,77127
"2021-04-21 23:28:21";30,44705;64,0625
"2021-04-21 23:29:21";30,70747;64,95768
"2021-04-21 23:30:21";31,01671;65,89627
"2021-04-21 23:31:21";31,19575;66,44965
"2021-04-21 23:32:21";31,2934;66,81857
"2021-04-21 23:33:21";31,52669;67,43707
"2021-04-21 23:34:21";31,6352;68,18576
"2021-04-21 23:35:21";30,20291;63,12934
"2021-04-21 23:36:21";31,15777;66,40625
"2021-04-21 23:37:21";31,57552;68,39193
"2021-04-21 23:38:21";31,9553;69,24371
"2021-04-21 23:39:22";32,18858;69,89474
"2021-04-21 23:40:22";32,12348;69,22743
"2021-04-21 23:41:22";30,23003;62,40234
"2021-04-21 23:42:21";31,25542;65,6901
"2021-04-21 23:43:21";32,0638;68,75
"2021-04-21 23:44:21";32,28082;69,84049
"2021-04-21 23:45:21";31,9553;69,8839
"2021-04-21 23:46:21";30,73459;66,57443
"2021-04-21 23:47:21";31,72201;70,01953
"2021-04-21 23:48:21";31,33138;66,98676
"2021-04-21 23:49:21";31,93902;70,20942
"2021-04-21 23:50:21";31,28798;67,73546
"2021-04-21 23:51:21";31,6569;67,54557
"2021-04-21 23:52:21";30,76172;64,99566
"2021-04-21 23:53:21";31,42361;67,34483
"2021-04-21 23:54:21";31,64063;68,87479
"2021-04-21 23:55:21";30,44162;63,46029
"2021-04-21 23:56:21";31,54839;68,03385
"2021-04-21 23:57:21";31,69488;68,60894
"2021-04-21 23:58:22";31,66775;68,39735
"2021-04-21 23:59:22";31,64605;68,56011
"2021-04-22 00:00:21";31,57552;67,96333
"2021-04-22 00:01:21";31,57552;67,63238
"2021-04-22 00:02:21";31,51042;67,43707
"2021-04-22 00:03:21";31,20117;66,41167
"2021-04-22 00:04:21";31,90647;68,52213
"2021-04-22 00:05:21";32,29709;70,92557
"2021-04-22 00:06:21";33,9898;77,18099
"2021-04-22 00:07:21";29,74175;60,9592
"2021-04-22 00:08:21";31,77626;72,46094
"2021-04-22 00:09:21";31,39648;68,96159
"2021-04-22 00:10:21";31,36936;70,81705
"2021-04-22 00:11:21";32,87761;77,33833
"2021-04-22 00:12:21";31,39648;70,60004
"2021-04-22 00:13:21";32,05295;72,84071
"2021-04-22 00:14:21";31,1849;69,40646
"2021-04-22 00:15:21";31,88477;73,79015
"2021-04-22 00:16:21";30,96246;68,64149
"2021-04-22 00:17:21";32,79622;77,12131
"2021-04-22 00:18:21";29,73633;62,0714
"2021-04-22 00:19:21";32,55208;78,04362
"2021-04-22 00:20:21";30,55556;66,05903
"2021-04-22 00:21:21";30,47417;65,75521
"2021-04-22 00:22:21";32,85048;79,26432
"2021-04-22 00:23:21";29,98589;63,31923
"2021-04-22 00:24:21";31,93902;74,49002
"2021-04-22 00:25:21";31,2066;69,6506
"2021-04-22 00:26:21";30,8214;67,80599
"2021-04-22 00:27:21";31,87391;73,96376
"2021-04-22 00:28:21";31,2934;71,15343
"2021-04-22 00:29:21";31,09266;69,45529
"2021-04-22 00:30:21";32,25369;75,98741
"2021-04-22 00:31:21";30,53385;66,01563
"2021-04-22 00:32:21";31,83051;73,83897
"2021-04-22 00:33:21";31,04384;69,26541
"2021-04-22 00:34:21";33,30078;80,29514
"2021-04-22 00:35:21";29,43251;60,15083
"2021-04-22 00:36:21";33,34961;79,64952
"2021-04-22 00:37:21";29,95877;62,55968
"2021-04-22 00:38:21";30,94076;69,71571
"2021-04-22 00:39:21";29,73633;62,4783
"2021-04-22 00:40:21";30,37109;65,6467
"2021-04-22 00:41:21";32,17231;74,60938
"2021-04-22 00:42:21";29,53016;61,7296
"2021-04-22 00:43:21";32,40017;76,95855
"2021-04-22 00:44:21";30,12695;64,44228
"2021-04-22 00:45:21";32,71484;77,66385
"2021-04-22 00:46:21";28,37999;55,72374
"2021-04-22 00:47:21";31,67318;72,97092
"2021-04-22 00:48:21";28,75977;58,54492
"2021-04-22 00:49:21";30,49588;67,90365
"2021-04-22 00:50:21";30,98416;70,32335
"2021-04-22 00:51:21";31,1849;69,37392
