"TimeString";"Vol_h_estatico";"Vol_t_estatico"
"2021-04-21 23:05:21";2,360388;2,42079
"2021-04-21 23:06:21";2,387514;2,419705
"2021-04-21 23:07:21";2,364366;2,41645
"2021-04-21 23:08:21";2,300347;2,413556
"2021-04-21 23:09:21";2,333623;2,414641
"2021-04-21 23:10:21";2,358217;2,412109
"2021-04-21 23:11:21";2,307943;2,408854
"2021-04-21 23:12:21";2,378472;2,406322
"2021-04-21 23:13:21";2,382451;2,407046
"2021-04-21 23:14:21";2,363643;2,404152
"2021-04-21 23:15:21";2,421875;2,401982
"2021-04-21 23:16:21";2,412109;2,400535
"2021-04-21 23:17:21";2,322049;2,403429
"2021-04-21 23:18:21";2,340857;2,402344
"2021-04-21 23:19:22";2,346282;2,403429
"2021-04-21 23:20:22";2,304688;2,400535
"2021-04-21 23:21:22";2,274306;2,40162
"2021-04-21 23:22:21";2,342665;2,400897
"2021-04-21 23:23:21";2,291305;2,400535
"2021-04-21 23:24:21";2,270689;2,401259
"2021-04-21 23:25:21";2,359664;2,406322
"2021-04-21 23:26:21";2,277199;2,412471
"2021-04-21 23:27:21";2,276837;2,42079
"2021-04-21 23:28:21";2,352069;2,438151
"2021-04-21 23:29:21";2,341942;2,446831
"2021-04-21 23:30:21";2,352431;2,466001
"2021-04-21 23:31:21";2,381366;2,469618
"2021-04-21 23:32:21";2,293113;2,481192
"2021-04-21 23:33:21";2,349899;2,481192
"2021-04-21 23:34:21";2,250434;2,486979
"2021-04-21 23:35:21";2,359664;2,489873
"2021-04-21 23:36:21";2,276476;2,489873
"2021-04-21 23:37:21";2,289135;2,492043
"2021-04-21 23:38:21";2,259476;2,488788
"2021-04-21 23:39:22";2,2432;2,492043
"2021-04-21 23:40:22";2,315176;2,501447
"2021-04-21 23:41:22";2,261285;2,499638
"2021-04-21 23:42:21";2,244647;2,498192
"2021-04-21 23:43:21";2,272497;2,503255
"2021-04-21 23:44:21";2,279369;2,495298
"2021-04-21 23:45:21";2,330367;2,5
"2021-04-21 23:46:21";2,295284;2,49783
"2021-04-21 23:47:21";2,333623;2,498915
"2021-04-21 23:48:21";2,315176;2,501447
"2021-04-21 23:49:21";2,225116;2,497468
"2021-04-21 23:50:21";2,307581;2,506872
"2021-04-21 23:51:21";2,28371;2,499277
"2021-04-21 23:52:21";2,24103;2,500723
"2021-04-21 23:53:21";2,267795;2,507234
"2021-04-21 23:54:21";2,230541;2,50434
"2021-04-21 23:55:21";2,26454;2,49566
"2021-04-21 23:56:21";2,274306;2,507234
"2021-04-21 23:57:21";2,264178;2,496383
"2021-04-21 23:58:22";2,314453;2,495298
"2021-04-21 23:59:22";2,267795;2,499638
"2021-04-22 00:00:21";2,272497;2,509404
"2021-04-22 00:01:21";2,293475;2,503255
"2021-04-22 00:02:21";2,274667;2,49566
"2021-04-22 00:03:21";2,31156;2,497468
"2021-04-22 00:04:21";2,277199;2,49783
"2021-04-22 00:05:21";2,234881;2,496745
"2021-04-22 00:06:21";2,29456;2,496745
"2021-04-22 00:07:21";2,272135;2,503255
"2021-04-22 00:08:21";2,225839;2,513382
"2021-04-22 00:09:21";2,29239;2,533637
"2021-04-22 00:10:21";2,286241;2,539063
"2021-04-22 00:11:21";2,218605;2,546296
"2021-04-22 00:12:21";2,299262;2,542318
"2021-04-22 00:13:21";2,243562;2,552807
"2021-04-22 00:14:21";2,278284;2,554977
"2021-04-22 00:15:21";2,257306;2,56004
"2021-04-22 00:16:21";2,335793;2,561849
"2021-04-22 00:17:21";2,248987;2,560402
"2021-04-22 00:18:21";2,293113;2,571253
"2021-04-22 00:19:21";2,247179;2,562572
"2021-04-22 00:20:21";2,219329;2,563657
"2021-04-22 00:21:21";2,248987;2,565104
"2021-04-22 00:22:21";2,201967;2,57487
"2021-04-22 00:23:21";2,253328;2,573423
"2021-04-22 00:24:21";2,161097;2,576678
"2021-04-22 00:25:21";2,235605;2,570529
"2021-04-22 00:26:21";2,211733;2,571976
"2021-04-22 00:27:21";2,249349;2,58138
"2021-04-22 00:28:21";2,214627;2,580295
"2021-04-22 00:29:21";2,190393;2,581742
"2021-04-22 00:30:21";2,233796;2,592231
"2021-04-22 00:31:21";2,203776;2,585359
"2021-04-22 00:32:21";2,265625;2,585359
"2021-04-22 00:33:21";2,180628;2,590422
"2021-04-22 00:34:21";2,255498;2,58355
"2021-04-22 00:35:21";2,174117;2,582465
"2021-04-22 00:36:21";2,228733;2,593678
"2021-04-22 00:37:21";2,182798;2,590784
"2021-04-22 00:38:21";2,152416;2,584635
"2021-04-22 00:39:21";2,22186;2,596933
"2021-04-22 00:40:21";2,163267;2,579572
